Rank,Kanji,Word,Part of Speech,English Translation,Phrase,English Phrase
1632,適当,tekitou,na-adj.,"proper, appropriate, suitable; irresponsible, whimsical",サーモンは適当な大きさに切ってください。,Cut the salmon into pieces of an appropriate size.
1633,戦い,tatakai,n.,"fight, battle",彼にとって厳しい戦いになるだろう。,It will be a hard fight for him.
1634,はさむ,hasamu,v.,"put in, sandwich between; catch in",ドアに指をはさまれてしまった。,I got my fingers caught in the door.
1635,鼻,hana,n.,nose,鼻がつまっている。,My nose is stuffed up.
1636,会,kai,n.,"meeting, gathering",彼女はその会に出席した。,She attended the meeting.
1637,数年,suu nen,n.,several years,数年前東京に住んでいた。,I lived in Tokyo a few years ago.
1638,現代,gendai,n.,"the present age, today",現代はコンピューターとインターネットの時代 だ。,Today is the age of computers and the Internet.
1639,回復（する）,kaifuku(suru),n. v.,recovery<br>recover,景気はゆっくり回復しているように見える。,The economy appears to be recovering slowly.
1640,すみません,sumi mase n,interj.,thank you; I am sorry; excuse me,すみません、トイレはどこですか。,"Excuse me, where is the restroom?"
1641,コーヒー,koohii,n.,coffee,私は毎朝コーヒーを飲む。,I drink coffee every morning.
1642,塗る,nuru,v.,spread; paint,パンにバターを塗った。,I spread the butter on the bread.
1643,老人,roujin,n.,"old person, the old",老人には運動が必要だ。,Old people need exercise.
1644,共通（する）,kyoutsuu(suru),"n., v.",common,これは世界共通の問題である。,This is a common problem all over the world.
1645,一瞬,isshun,"n., adv.","a moment, an instant",君なら一瞬でわかってしまうだろう。,You’d understand in an instant.
1646,面倒,mendou,na-adj. n.,"troublesome<br>bother, care",この天気では外に出るのが面倒だ。,It’s too much trouble to go out in this kind of weather.
1647,開始（する）,kaishi(suru),n. v.,"beginning, start<br>begin, start",試合は午後一時に開始される。,The match begins at 1 p.m.
1648,翌日,yokujitsu,n.,next day,カメラを買ったが、その翌日になくしてしまっ た。,"I bought a camera, but I lost it the next day."
1649,しまう,shimau,v.,put away,お皿を食器棚にしまった。,I put the dishes away in the cupboard.
1650,商店街,shouten-gai,n.,shopping street,近くに商店街がある。,There is a shopping street near by.
1651,原則,gensoku,n.,principle,原則として、短期滞在ビザからほかのビザに は変更できない。,"In principle, short-term visas cannot be changed to visas with other statuses."
1652,販売（する）,hanbai(suru),n. v.,sale<br>sell,チケットは本日九時から販売いたします。,Tickets go on sale at 9 a.m. today.
1653,諦める,akirameru,v.,"give up, quit",途中であきらめないで。,Don’t give up halfway through.
1654,場面,bamen,n.,"scene, sight",私はこの映画のこの場面が好きだ。,I like this scene in the movie.
1655,障害,shougai,n.,"obstacle, handicap",彼は障害を乗り越えて、夢を実現した。,"He got over difficulties, and made his dream come true."
1656,やや,yaya,adv.,"a little, slightly",彼は標準よりやや背が高い。,He is a little taller than average.
1657,一定（する）,ittei(suru),"n., v.","a certain, fixed, constant",会社員は、一定の年齢になれば退職しなけれ ばならない。,An employee must retire at a certain age.
1658,いかが,ikaga,na-adj.,how,コーヒーはいかがですか。,Would you like some coffee?
1659,上手,jouzu,na-adj.,"good, skillful",彼女は絵が上手だ。,She is good at drawing.
1660,関連（する）,kanren(suru),n. v.,"relation, connection<br>be related, be connected",その二つの事件は関連がある。,The two incidents are connected.
1661,笑顔,egao,n.,smile,彼女は笑顔で私にあいさつをした。,She greeted me with a smile.
1662,真ん中,mannaka,n.,middle,彼は部屋の真ん中にテーブルを置いた。,He set up a table in the middle of the room.
1663,ビール,biiru,n.,beer,彼はビールを二本飲んだ。,He drank two bottles of beer.
1664,正月,shougatsu,n.,New Year,正月は毎年、家族と過ごす。,I spend New Year with my family every year.
1665,すら,sura,p.,even,彼は自分の名前すら書けない。,He cannot even write his own name.
1666,デザイン（する）,dezain(suru),n. v.,design<br>design,このデザインは女性によく合う。,This design is suitable for women.
1667,わざわざ,wazawaza,adv.,"take the trouble, especially",今日はわざわざ会ってくれてありがとう。,Thank you for taking the trouble to see me today.
1668,あふれる,afureru,v.,"overflow, be filled with",公園は花であふれている。,The park is filled with flowers.
1669,葉,ha,n.,leaf,秋になると木の葉が赤くなる。,The leaves turn red in the fall.
1670,種,shu,n.,"kind, species",私はこの種の仕事に慣れていない。,I am not used to this kind of work.
1671,迷惑（する）,meiwaku(suru),na-adj. n. v.,"troublesome, annoying<br>annoyance, nuisance, trouble<br>be inconvenienced",ご迷惑をおかけして申し訳ありません。,I’m sorry to trouble you.
1672,つかむ,tsukamu,v.,"catch, grasp",警官は彼の腕をつかんだ。,The policeman caught him by the arm.
1673,締める,shimeru,v.,tie; tighten,私は毎日ネクタイを締める。,I wear a tie every day.
1674,ラジオ,rajio,n.,radio,毎晩ラジオを聞いている。,I listen to the radio every night.
1675,入る,iru,v.,"come in, enter; join",郷に入れば郷に従え。,"When in Rome, do as the Romans do."
1676,じっと（する）,jitto(suru),adv. v.,"still, fixedly, intently",ちょっとじっとしていてください。,Keep still for a moment.
1677,うなずく,unazuku,v.,nod,彼は時々うなずきながら私の話を聞いた。,He listened to my story nodding his head occasionally.
1678,餌,esa,n.,feed; bait,昨日うさぎの餌を買った。,I bought feed for my rabbit yesterday.
1679,背中,senaka,n.,back,時々背中が痛い。,I have a pain in my back sometimes.
1680,両方,ryouhou,n.,both,犬も猫も両方好きだ。,I like both dogs and cats.
1681,床,yuka,n.,floor,コップを床に落としてしまった。,I dropped my glass on the floor.
1682,囲む,kakomu,v.,surround,その町は山に囲まれている。,The town is surrounded by mountains.
1683,並べる,naraberu,v.,arrange; line up; enumerate,私は本を色別に並べた。,I arranged my books by color.
1684,黙る,damaru,v.,"hold one’s tongue, become silent",黙って聞きなさい。,Hold your tongue and listen to me.
1685,きり,kiri,p.,only,私達は二人きりになった。,We were left alone.
1686,風景,fuukei,n.,"scenery, landscape",私は窓から風景を見ていた。,I was looking at the landscape out of the window.
1687,ごとし,gotoshi,aux.,"like, as if (Classical)",光陰矢のごとし。,Time flies like an arrow.
1688,保存（する）,hozon(suru),n. v.,"preservation, storage<br>preserve, store",ワインを暗いところに保存しておきなさい。,Store wine in a dark place.
1689,社長,shachou,n.,company president,彼は旅行会社の社長だ。,He is the president of a travel company.
1690,目立つ,medatsu,v.,"be conspicuous, stand out",ポスターは目立つ場所に貼らなければならな い。,The poster must be prominently displayed.
1691,保護（する）,hogo(suru),n. v.,protection<br>protect,この地域の野生動物は法律で保護されている。,The wildlife in this area is protected by law.
1692,確実,kakujitsu,na-adj.,"certain, sure",彼が試験に合格するのは確実だ。,It is certain that he will pass the test.
1693,経済,keizai,n.,economy; finance,今その国は経済の状態が悪い。,The country is in a bad economic state now.
1694,等,tou,suffix,and so on,氏名、所属、住所、等をお知らせください。,"Please let us know your name, affiliation, address, and so on."
1695,演奏（する）,ensou(suru),n. v.,"(musical) performance<br>perform, play",素晴らしい演奏だった。,It was a wonderful performance.
1696,増やす,fuyasu,v.,"increase, add",友達をもっと増やしたい。,I want to have more friends.
1697,温泉,onsen,n.,"hot spring, spa",日本にはたくさん温泉がある。,There are a lot of hot springs in Japan.
1698,工夫（する）,kufuu(suru),n. v.,"device, idea<br>devise, plan",何かうまい工夫はありませんか。,Have you got any good ideas?
1699,触る,sawaru,v.,touch,絵に触らないでください。,Please don’t touch the paintings.
1700,教室,kyoushitsu,n.,"classroom, ... school",この教室はとても小さい。,This classroom is very small.
1701,登録（する）,touroku(suru),n. v.,"registration, entry<br>register, enroll",当サイトのご利用には登録が必要です。,Registration is required to use this website.
1702,長さ,naga-sa,n.,length,その川の長さは367キロメートルだ。,The river is 367 kilometers in length.
1703,資格,shikaku,n.,qualification; capacity,彼は1992年に弁護士の資格を取った。,He qualified as a lawyer in 1992.
1704,明確,meikaku,na-adj.,"clear, definite",明確な答えが見つからない。,I can’t find a definite answer.
1705,記載（する）,kisai(suru),n. v.,"registration entry<br>record, write down",パスポートの記載どおりにローマ字氏名を入 力してください。,Enter your name as it is printed in your passport.
1706,肌,hada,n.,skin,タバコは肌によくないですよ。,Smoking isn’t good for your skin.
1707,倒れる,taoreru,v.,"fall (down), collapse",その木は台風で倒れてしまった。,The tree fell down in a typhoon.
1708,症状,shoujou,n.,symptom,どのような症状がありますか。,What symptoms do you have?
1709,普及（する）,fukyuu(suru),n. v.,"spread, diffusion<br>spread",インターネットは急速に普及した。,The Internet has spread rapidly.
