Rank,Word,Part of Speech,English Translation,Phrase,English Phrase,Frequency
1605,mulato,na,mulatto,"era um mulato escuro, forte, rosto redondo grande, olhos negros brilhantes","He was a dark-skinned mulatto, strong, with a big round face and bright black eyes.",74
1606,escrita,nf,writing,os egiptologistas conseguiram decifrar o que faltava na escrita egípcia,Egyptologists succeeded in deciphering what was missing in Egyptian writing.,75
1607,adulto,na,adult,inicia-se geralmente na adolescência ou no adulto jovem,It usually begins in adolescence or in young adulthood.,75
1608,tender,v,to tend to,o jornalismo moderno tende a afastar-se da literatura,Modern journalism tends to distance itself from literature.,75
1609,gestão,nf,"management, administration",os programas de gestão passaram a focalizar seu interesse na melhoria operacional,Management programs began to focus on operational improvement.,74
1610,rever,v,"to see again, look over, examine",ele estava muito alegre por rever a casa que tinha deixado,He was overjoyed to see the house again that he had left.,76
1611,serra,nf,"mountain range, saw",papai subiu a serra,Daddy climbed the mountain.,75
1612,forno,nm,oven,"enquanto o forno ia ardendo, íamos tender o pão","While the oven warmed up, we were tending to the bread.",76
1613,médio,aj,"middle, average",o Líbano é um dos países mais pequenos do Oriente Médio,Lebanon is one of the smallest countries of the Middle East.,73
1614,instalação,nf,installation,"o objetivo é preparar esses locais, com a instalação de sofisticado equipamento de comunicação",The objective is to prepare these locations by installing sophisticated communication equipment.,74
1615,democrático,aj,democratic,o povo mostra-se interessado no processo democrático,The people have shown interest in the democratic process.,74
1616,proprietário,nm,"owner, proprietor",o proprietário sempre quis vender a casa,The owner has always wanted to sell the house.,75
1617,orçamento,nm,"budget, financing",o orçamento fecha-se sempre com déficit,The budget always ends up in the red.,74
1618,temer,v,to fear,fomos cercados e cheguei mesmo a temer por nossas vidas,We were surrounded and I even began to fear for our lives.,73
1619,debate,nm,"debate, discussion",por vezes assistimos a debates que tratam questões de índole política,"At times, we watch debates dealing with questions of a political nature.",74
1620,implicar,v,"to involve, imply",a vaidade implica uma sensação de superioridade,Vanity involves a feeling of superiority.,75
1621,facilitar,v,"to facilitate, ease",a sonoridade acústica facilita a audição,Acoustic sonority facilitates hearing.,74
1622,realização,nf,"accomplishment, fulfillment",sua maior realização foi a demonstração da aplicação universal de princípios químicos,His greatest accomplishment was his demonstration of the universal application of the principles of chemistry.,73
1623,disponível,aj,available,o disco está disponível nas lojas brasileiras,The record is available in Brazilian stores.,74
1624,repousar,v,to rest,Lá ia repousar debaixo da laranjeira,He went over there to rest in the orange grove.,70
1625,continente,nm,continent,o continente asiático apresenta uma grande variedade climática,The Asiatic continent has great climatic variety.,75
1626,líquido,na,liquid,Mercúrio é um líquido denso,Mercury is a dense liquid.,74
1627,teste,nm,"test, exam",estes testes medem o quociente intelectual,These tests measure one’s I.Q.,74
1628,junta,nf,"council, commission",o presidente da Junta de Freguesia não aceita a posição do Secretariado,The president of the city council doesn’t accept the opinion of its members.,73
1629,talento,nm,talent,o seu talento e interesse pela música manifestaram-se,His talent and interest in music became apparent.,75
1630,dona,nf,"Mrs, madam, owner","eu poderia conversar alguns minutos com a dona Carmem, a sua secretária?","Could I talk with Mrs Carmen, his secretary, for a few minutes?",72
1631,variar,v,to vary,a funcionalidade das conexões sem fio pode variar de um país para o outro,The functionality of cordless connections can vary from country to country.,73
1632,contemporâneo,aj,contemporary,o arquitecto destaca-se no contexto da arquitectura modernista contemporânea,The architect stands out in terms of his contemporary modernist architecture.,74
1633,secção,nf,"department, section","a organização inclui três secções: Botânica, zoologia e divulgação científica","The organization has three departments: botany, zoology, and publishing.",73
1634,escritório,nm,office,"comecei a trabalhar num escritório de advocacia, como estagiário",I started working in a lawyer’s office as an intern.,75
1635,barato,aj,"cheap, inexpensive","com preços tão baratos, os fazendeiros não tinham como saldar suas dívidas","With prices so low, farmers didn’t have a way to pay off their debts.",75
1636,atirar,v,"to shoot, throw","ele, armado, atirou três vezes","Armed, he shot three times.",72
1637,relativo,aj,relative,a fórmula estrutural mostra a posição relativa dos átomos,The structural formula shows the relative positions of the atoms.,72
1638,pedaço,nm,"chunk, piece",ele devorou o caldo com grossos pedaços de pão,He devoured the soup with big chunks of bread.,74
1639,presidência,nf,presidency,ele foi candidato à Presidência da República,He was a candidate for the Presidency of the Republic.,73
1640,piano,nm,piano,os cantores serão acompanhados ao piano,The singers will be accompanied on the piano.,75
1641,negociar,v,to negotiate,o presidente viajou até a Europa para negociar com banqueiros ingleses a nossa dívida,The president traveled to Europe to negotiate our debt with certain English bankers.,74
1642,vago,aj,"vague, vacant",o médico experimentava como um sentimento vago de repulsa por todos eles,The doctor experienced a vague sense of repulsion for all of them.,74
1643,tratado,nm,treaty,o tratado de Tordesilhas definia a área de influência de Portugal,The Treaty of Tordesillas defined Portugal’s sphere of influence.,73
1644,superfície,nf,surface,a região ocupa apenas 16% da superfície terrestre de todo o planeta,The region occupies only 16% of the land surface of the entire planet.,73
1645,derrubar,v,"to overthrow, demolish",a sua intenção era invadir Cuba e derrubar o governo do ditador,His intention was to invade Cuba and overthrow the dictatorship.,75
1646,padrão,nm,"standard, pattern",a língua padrão é a variante falada em Coimbra,Their standard language is the variety spoken in Coimbra.,73
1647,operário,nm,"worker, laborer, operator","em protesto, os operários têxteis destruíram a maquinaria","In protest, textile workers destroyed the machinery.",75
1648,fórmula,nf,formula,uma fórmula molecular dá o número de cada elemento presente numa molécula,A molecular formula gives the number of each element present in a molecule.,74
1649,transportar,v,"to carry, transport",o ônibus transportava soldados israelenses,The bus was carrying Israeli soldiers.,74
1650,esclarecer,v,"to clear up, clarify",Jaime aproveitou a ocasião para esclarecer o que designou de “alguma confusão”,Jaime took advantage of the occasion to clear up what he designated as “some confusion.”,74
1651,distribuição,nf,distribution,a distribuição de panfletos era proibida,The distribution of pamphlets was prohibited.,73
1652,lento,aj,slow,o romance é um longo e lento monólogo,The novel is a long and slow monologue.,74
1653,concurso,nm,contest,ele venceu um concurso de redação,He won an essay contest.,73
1654,sobreviver,v,to survive,dois destes saíram feridos mas conseguiram sobreviver,Two of them came off wounded but were able to survive.,75
1655,freguesia,nf,"municipality, clientele [EP]",a população daquela freguesia dirige-se mais ao posto de saúde local. [EP],The people from that municipality go mainly to the local health center.,72
1656,féria,nf,"vacation, holidays",as férias escolares estão chegando e os acampamentos já abriram inscrições,Summer vacation is coming and camps have already opened their enrollment.,73
1657,arranjar,v,"to arrange, obtain",ela arranjou o casamento da prima sem falar com a tia,She arranged her cousin’s wedding without discussing it with her aunt.,73
1658,nervoso,aj,nervous,"a doença afecta o sistema nervoso, paralisando os músculos","The illness affects the nervous system, paralyzing one’s muscles.",74
1659,surpresa,nf,surprise,os japoneses conseguiram atacar de surpresa e afundaram três cruzadores,The Japanese succeeded in attacking them by surprise and sunk three cruisers.,72
1660,introduzir,v,to introduce,o açúcar foi introduzido na Europa no século XVIII,Sugar was introduced in Europe in the 18th century.,72
1661,selecção,nf,"selection, team of selected players",a evolução é impulsionada pelo fenômeno da seleção natural,Evolution is driven by the phenomenon of natural selection.,73
1662,progresso,nm,progress,o ministro afirmou que houve progresso do ponto de vista qualitativo,The minister affirmed that from a qualitative point of view there has been progress.,74
1663,tiro,nm,shot,ela ouviu tiros de revólver e fugiu,She heard gun shots and ran away.,73
1664,exigência,nf,"demand, requirement",os holandeses opuseram-se às exigências económicas feitas pela coroa espanhola,The Dutch opposed the economic demands made by the Spanish crown.,74
