Rank,Word,Part of Speech,English Translation,Phrase,English Phrase,Frequency
1226,moral,nadj,"moral, morale",ce dossier implique une question morale,this affair involves an ethical question,87
1227,accident,nm,accident,elle est morte d’un accident,she died from an accident,75
1228,code,nm,code,composez votre code secret,punch in your secret code,63
1229,puissant,nadj,powerful,"son effet est très puissant, ça calme et ça soigne","its effect is very powerful, calming and soothing",81
1230,recueillir,v,"to collect, gather",il a été recueilli par des montagnards,he was picked up by mountain dwellers,80
1231,fabriquer,v,"to manufacture, invent, make",mon métier consiste à fabriquer des livres,my job involves manufacturing books,85
1232,représentant,nm,representative,nous rencontrerons les représentants de divers pays,we will meet representatives from various countries,70
1233,rare,adj(f),rare,vous collectionnez les billets particulièrement rares,you collect particularly rare bills,78
1234,extraordinaire,adj(f),extraordinary,c’est un homme au talent extraordinaire,he’s a man with an extraordinary talent,83
1235,dimanche,nm,Sunday,de fortes pluies sont annoncées pour dimanche,heavy rains are forecast for Sunday,52
1236,vérifier,v,"to check, verify","appelle ton contrôleur, vérifie","call your inspector, double-check",77
1237,envie,nf,envy,elle n’avait envie de parler de rien,she didn’t want to talk about anything,63
1238,enregistrer,v,"to record, check in",le fonds de l’assurance-emploi enregistre un surplus,unemployment insurance funds have recorded a surplus,74
1239,moderne,nadj(f),modern,on va utiliser un système plus moderne,we’re going to use a more modern system,77
1240,parc,nm,park,Disney va créer un parc à thèmes à Hong Kong,Disney will create a theme park in Hong Kong,87
1241,impôt,nm,tax,"ils travaillent, ils payent des impôts","they work, they pay taxes",54
1242,sud,"adji, nm",south,va faire une tentative au pôle sud,go try to reach the south pole,58
1243,efficace,adj(f),"efficient, effective",mon équipe est compacte et efficace,my team is small and efficient,74
1244,intéressant,adj,interesting,"moi, je vous trouve intéressante","me, I find you interesting",71
1245,île,nf,island,c’est une île qui ne peut être trouvée,it’s an island that no one can find,75
1246,cité,nf,city,la cité était gouvernée par les poètes et les philosophes,the city was ruled by poets and philosophers,80
1247,carrière,nf,career,je vous souhaite une longue carrière à ce poste,I wish you a long career in this position,78
1248,voter,v,to vote,nous serions encore à voter ce soir,we would still be here tonight voting,63
1249,traité,nm,treaty,il s’agit d’élaborer des traités internationaux,it involves setting up international treaties,69
1250,libération,nf,liberation,nous exigeons la libération de nos camarades,we demand the release of our comrades,63
1251,nourrir,v,"to feed, nourish",l’inégalité nourrit l’injustice,inequality feeds injustice,84
1252,sérieusement,adv,seriously,il aurait mieux fait d’étudier sérieusement,it would have been better for him to have studied seriously,87
1253,bras,nm(pl),arm,venez dans mes bras,come to my arms,62
1254,immédiat,nadj,immediate,je n’ai plus de mémoire immédiate,I have no more short-term memory,82
1255,exceptionnel,nadj,exceptional,le plan d’action est exceptionnel,the plan of attack is exceptional,86
1256,rechercher,v,to search for,des dirigeants africains recherchent un solution à la crise,African leaders are seeking a solution to the crisis,84
1257,palestinien,nm,Palestinian,les mères palestiniennes veulent que leurs enfants grandissent dans la paix,Palestinian mothers want their children to grow up in peace,50
1258,lendemain,nm,next day,je devais repartir le lendemain,I had to leave the next day,73
1259,producteur,nadj,producer,les producteurs sont souvent aussi les consommateurs,producers are also often consumers,73
1260,garantir,v,to guarantee,il faut garantir la sécurité du personnel,we have to guarantee the safety of the staff,72
1261,geste,nm,gesture,je fais ces gestes tout en marchant,I make these gestures while walking,73
1262,roman,"adj, nm",novel,"j’avais lu des romans, en prose et en vers","I had read novels, in prose and in verse",58
1263,augmentation,nf,"increase, rise",cela constitue une augmentation de 25 p. 100,this represents an increase of 25%,66
1264,facteur,nm,"postman, mailman; factor",le facteur apportait enfin de gros paquets,the mailman finally brought large packages,73
1265,policier,nadj,policeman,tous les policiers doivent se présenter à leur sergent,all the policemen must present themselves to their sergeant,67
1266,échelle,nf,"ladder, scale",cette guerre peut être menée à grande échelle,this war could be waged on a large scale,80
1267,supplémentaire,adj(f),additional,voilà un exemple supplémentaire,here’s an additional example,68
1268,pratiquer,v,to practice,ils pratiquent vraiment le football que j’aime,they play the kind of football that I really enjoy,80
1269,pensée,nf,thought,il me poursuit dans mes pensées,he chases me in my thoughts,62
1270,extrême,nadj(f),extreme,nous allons affronter un péril extrême,we’re going to face extreme peril,79
1271,néanmoins,"adv, conj",nevertheless,avez-vous néanmoins un code de discipline à respecter?,"still, don’t you have a code of conduct to follow?",80
1272,bénéficier,"nm, v",to benefit,il devient donc impératif de pouvoir bénéficier de plus d’argent,we must be able to benefit from more money,72
1273,vingt,"det, nmi",twenty,"elle inventait dix, vingt, cent prétextes","she dreamed up ten, twenty, a hundred excuses",65
1274,revoir,v,"to see again, revise",je disparaîtrai. tu ne me reverras jamais,I will disappear. you will never see me again,70
1275,perspective,nf,"perspective, viewpoint",je me place dans la perspective de mes personnages,I place myself in the perspective of my characters,72
1276,défaut,nm,"fault, flaw, shortcoming",on peut parler de mes défauts si tu veux,we can talk about my shortcomings if you want,82
1277,précieux,nadj(pl),precious,ta vie m’est aussi précieuse que celle de ma femme,your life is as precious to me as my wife’s,88
1278,retard,nm,delay,"viens, on va être en retard","come, we’re going to be late",77
1279,démocratie,nf,democracy,nous avons choisi la démocratie comme mode de vie,we have chosen democracy for a way of life,70
1280,renforcer,v,"to reinforce, strengthen",j’æuvrerai pour renforcer nos forces armées,I will work to reinforce our armed forces,72
1281,silence,nm,silence,ils regardèrent en silence les arbres du petit jardin,in silence they watched the trees in the little garden,60
1282,troupe,nf,"troup, troop",il faut remonter le moral des troupes,the morale of the troops must be boosted again,72
1283,qualifier,v,to qualify,on doit se qualifier pour le tournoi,we have to qualify for the tournament,70
1284,absolu,nadj,absolute,la mort est un fait absolu,death is an absolute fact,81
1285,dégager,v,"to free, clear",la route est dégagée … mais il faut mettre vos chaînes,the road is clear … but you must use chains,79
1286,stratégie,nf,strategy,nous espérons voir une stratégie intégrée,we hope to see an integrated strategy,70
1287,bateau,nm,"boat, ship",un seul bateau de pêche a survécu à la tourmente,only one fishing boat survived the tempest,77
1288,printemps,nm(pl),spring,c’est une splendide matinée de printemps,it’s a splendid spring morning,84
1289,course,nf,"race, shopping","je viens faire des courses, alors je me suis arrêtée ici","I came shopping, and then I stopped here",79
1290,exercice,nm,"exercise,",j’ai fait un exercice avec nos collègues de la presse,I carried out an exercise with our colleagues in the press,73
1291,fondamental,adj,fundamental,je fais une distinction fondamentale,I’m making a fundamental distinction,71
1292,visage,nm,face,ils avaient de beaux visages tranquilles et las,"they had beautiful, peaceful, weary faces",57
1293,droite,nf,right,elle tourna la tête à droite,she turned her head to the right,76
1294,machine,nf,machine,il faut arrêter la machine avant de la réparer,you must stop the machine before repairing it,77
1295,village,nm,village,des dizaines de villages ont été rayés de la carte,tens of villages were wiped off the map,72
1296,britannique,nadj(f),British,nous nous inspirons de la tradition britannique,we draw our inspiration from the British,60
1297,surveiller,v,to watch,"je vais te surveiller, je sais où tu habites","I’m going to watch you, I know where you live",83
1298,édition,nf,"publishing, editing, edition",c’est la fin de cette première édition d’informations,that is the end of this early edition of the news,73
1299,organisme,nm,organism,c’est un organisme qui est mi-figue mi-raisin,it’s an organism that’s half fig and half grape,67
1300,leçon,nf,lesson,je reçois ma leçon d’armes à six heures,I get my weapons lesson at six o’clock,85
1301,accomplir,v,to accomplish,"il vous faut continuer, accomplir votre destinée","you have to continue, to acomplish your destiny",80
1302,décevoir,v,to disappoint,désolé de t’avoir déçue,sorry for having disappointed you,88
1303,bataille,nf,battle,on obéit à tes ordres et la bataille est gagnée,we obey your orders and the battle is won,82
1304,port,nm,"harbour, port",le dernier bateau quitte le port,the last boat left the port,80
1305,naissance,nf,birth,l’histoire commence avec la naissance d’un enfant étrange,the story begins with the birth of a strange child,81
1306,majeur,nadj,major,c’est un enjeu économique majeur aujourd’hui,it’s a major economic challenge today,77
